xmi:type,name,xmi:id,description
State,WPReady,_pcatgLcbEeaSbZaN2J4zjw,WPReady
OpaqueBehavior,OpaqueBehaviorOfWPReady,_k15ugNgOEeaLleG51tH3Eg,Reset(WPType); Reset(WPWeight);
State,Light,_aSKqoNybEea2-snvt7IG-A,Light
OpaqueBehavior,OpaqueBehaviorOfLight,_gpziINybEea2-snvt7IG-A,Set(WPWeight:=eWPWeight.Light)
State,Medium,_iKlYYNybEea2-snvt7IG-A,Medium
OpaqueBehavior,OpaqueBehaviorOfMedium,_oPjykNybEea2-snvt7IG-A,Set(WPWeight:=eWPWeight.Medium)
State,Heavy,_pvkMwNybEea2-snvt7IG-A,Heavy
OpaqueBehavior,OpaqueBehaviorOfHeavy,_sKq9QNybEea2-snvt7IG-A,Set(WPWeight:=eWPWeight.Heavy)
Pseudostate,Pseudostate5cv3UNybEea2snvt7IGA,_5cv3UNybEea2-snvt7IG-A,
StateMachine,StackACTInit,_6FozgCZVEeaJisLddm0vsw,Stack_ACT_Init
Transition,NOTInitCompletedANDNOTWPAvailableDISwitchTrue,_tHpdoCZWEeaJisLddm0vsw,[NOT InitCompleted AND NOT WPAvailable.DI_SwitchTrue)]
Transition,seperatorRetracted,_vkHgECZWEeaJisLddm0vsw,[seperator.Retracted]
Transition,NOTInitCompletedANDWPAvailableDISwitchTrue,_R7sQcDkfEea8uOUb4gQg2Q,[NOT InitCompleted AND WPAvailable.DI_SwitchTrue]
Transition,TRUE,_etoR4DkfEea8uOUb4gQg2Q,[true]
Transition,WPProvided,_ndBq8DkfEea8uOUb4gQg2Q,[WPProvided]
Transition,InitCompleted,_4T-Z8DkfEea8uOUb4gQg2Q,[InitCompleted]
Pseudostate,PseudostateafLGoCZWEeaJisLddm0vsw,_afLGoCZWEeaJisLddm0vsw,
State,RetractCylinder,_bx-LQCZWEeaJisLddm0vsw,Retract_Cylinder
OpaqueBehavior,OpaqueBehaviorOfRetractCylinder,_lenPsCZWEeaJisLddm0vsw,seperator.ACT_Retract()
FinalState,FinalStateqbCGYCZWEeaJisLddm0vsw,_qbCGYCZWEeaJisLddm0vsw,
State,SetWPParameter,_yfyfsDkdEea8uOUb4gQg2Q,SetWPParameter
OpaqueBehavior,OpaqueBehaviorOfSetWPParameter,_-PnxIKXMEeaaifhFzThDQw,WPType:=(Black OR White OR Metallic) AND WPWeight:=(Light OR Medium OR Heavy) AND WPProvided
Pseudostate,PseudostateacfM0DkfEea8uOUb4gQg2Q,_acfM0DkfEea8uOUb4gQg2Q,
State,SetInitCompleted,_x996IDkfEea8uOUb4gQg2Q,SetInitCompleted
OpaqueBehavior,OpaqueBehaviorOfSetInitCompleted,_0-vjgDkfEea8uOUb4gQg2Q,Now(InitCompleted)
StateMachine,StackACTAutomaticExecute,_wNJvEEgNEeavyPrpKniqtA,Stack_ACT_AutomaticExecute
Transition,NOTAutomaticExecuteCompleted,_rdtH8EgOEeavyPrpKniqtA,[NOT AutomaticExecuteCompleted]
Transition,aftert250ms,_sJkvcEgOEeavyPrpKniqtA,[after(t#250ms)]
Transition,WPProvided,_svCM8EgOEeavyPrpKniqtA,[WPProvided]
Transition,NOTWPAvailableDISwitchTrueANDCheckCranePickedUpWP,_tZOZcEgOEeavyPrpKniqtA,[NOT WPAvailable.DI_SwitchTrue AND Check_Crane_PickedUpWP]
Transition,seperatorRetracted,_uKKHIEgOEeavyPrpKniqtA,[seperator.Retracted]
Transition,NOTWPAvailableDISwitchTrue,_-r-mELccEeaSbZaN2J4zjw,[NOT WPAvailable.DI_SwitchTrue]
Transition,WPAvailableDISwitchTrue,_GHHh8LcdEeaSbZaN2J4zjw,[WPAvailable.DI_SwitchTrue]
Transition,WPProvided,_RB8QwLcdEeaSbZaN2J4zjw,[WPProvided]
Pseudostate,PseudostateDLeaQEgOEeavyPrpKniqtA,_DLeaQEgOEeavyPrpKniqtA,
State,ShortDelay,_D9JHwEgOEeavyPrpKniqtA,ShortDelay
State,ProvideWP,_KWyKYEgOEeavyPrpKniqtA,Provide_WP
OpaqueBehavior,OpaqueBehaviorOfProvideWP,_kEjwIEgOEeavyPrpKniqtA,ACT_ProvideWP()
State,WaitingForCranePickingUp,_USeXcEgOEeavyPrpKniqtA,WaitingForCranePickingUp
State,StackRetracing,_XOif8EgOEeavyPrpKniqtA,StackRetracing
OpaqueBehavior,OpaqueBehaviorOfStackRetracing,_qQSSkEgOEeavyPrpKniqtA,seperator.ACT_Retract(); Reset(WPProvided);
Pseudostate,Pseudostate5wSIILccEeaSbZaN2J4zjw,_5wSIILccEeaSbZaN2J4zjw,
State,DontProvideWP,_A5EvwLcdEeaSbZaN2J4zjw,Dont_Provide_WP
OpaqueBehavior,OpaqueBehaviorOfDontProvideWP,_FL-IULcdEeaSbZaN2J4zjw,Now(WPProvided)
StateMachine,StackACTEmergencyStop,_pEwswEmREeaPbYa44WUTPg,Stack_ACT_EmergencyStop
Transition,NOTEmergencyHandled,_9OL5IEmREeaPbYa44WUTPg,[NOT EmergencyHandled]
Transition,seperatorRetracted,_9xwgQEmREeaPbYa44WUTPg,[seperator.Retracted]
Transition,EmergencyHandled,_XSrQgGVDEeaSMugellPalg,[EmergencyHandled]
Transition,NOTInitCompletedANDNOTAutomaticExecuteCompleted,__oJzkNgPEeaLleG51tH3Eg,NOT InitCompleted AND NOT AutomaticExecuteCompleted
State,SeperatorRetracting,_wyAsUEmREeaPbYa44WUTPg,SeperatorRetracting
OpaqueBehavior,OpaqueBehaviorOfSeperatorRetracting,_49guIEmREeaPbYa44WUTPg,seperator.ACT_Retract()
Pseudostate,Pseudostate5tFYEmREeaPbYa44WUTPg,_5-tFYEmREeaPbYa44WUTPg,
FinalState,FinalState7GGLQEmREeaPbYa44WUTPg,_7GGLQEmREeaPbYa44WUTPg,
State,EmergencyHandled,_PGLJIGVDEeaSMugellPalg,EmergencyHandled
OpaqueBehavior,OpaqueBehaviorOfEmergencyHandled,_T5OocGVDEeaSMugellPalg,Now(EmergencyHandled)
State,ResetVariables,_zkZt0NgPEeaLleG51tH3Eg,ResetVariables
OpaqueBehavior,OpaqueBehaviorOfResetVariables,_7KkN8NgPEeaLleG51tH3Eg,InitCompleted:=FASLE; AutomaticExecuteCompleted:=FALSE; WPType:=null; WPWeight:=null;
StateMachine,StackStateMachine,_qFgcYNgNEeaLleG51tH3Eg,Stack_StateMachine
Transition,TransitionJHsiENgOEeaLleG51tH3Eg,_JHsiENgOEeaLleG51tH3Eg,
Transition,TransitionM1V4gNgOEeaLleG51tH3Eg,_M1V4gNgOEeaLleG51tH3Eg,
Pseudostate,Pseudostate3jgSkNgNEeaLleG51tH3Eg,_3jgSkNgNEeaLleG51tH3Eg,
State,State,_4yiRgNgNEeaLleG51tH3Eg,State
OpaqueBehavior,OpaqueBehaviorOfState,_G9iXoNgOEeaLleG51tH3Eg,Panel(); StartButton:=panel.StartButton; EmergencyStop:=panel.EmergencyStop; Check_Crane_PickedUpWP:=Main.Crane_PickedUpStackWP;
FinalState,FinalStateK97D4NgOEeaLleG51tH3Eg,_K97D4NgOEeaLleG51tH3Eg,
Operation,ACTInit,__mf04BHZEeaIeI6F5gdpJg,ACT_Init
Operation,ACTProvideWP,_KdX30BHaEeaIeI6F5gdpJg,ACT_ProvideWP
Operation,ACTAutomaticExecute,_6iEJ4EgMEeavyPrpKniqtA,ACT_AutomaticExecute
Operation,ACTEmergencyStop,_O_qMIEmREeaPbYa44WUTPg,ACT_EmergencyStop
Class,Crane,_uUK40BHWEeaE9dGXaplL2g,Crane
Property,InitCompleted,_nmfocBHtEeaIeI6F5gdpJg,InitCompleted
Property,AutomaticExecuteCompleted,_hDjIAGRvEeaP7aiWefDRgg,AutomaticExecuteCompleted
Property,LSCAllowedToOperate,_KdDcQGRvEeaP7aiWefDRgg,LSC_AllowedToOperate
Property,StampAllowedToOperate,_Mcu1AGRvEeaP7aiWefDRgg,Stamp_AllowedToOperate
Property,SoftwareEmergency,_RT3acDkqEeaKtZr8UL9QRw,SoftwareEmergency
Property,EmergencyHandled,_RNhlUGSBEeaP7aiWefDRgg,EmergencyHandled
Property,WPPickedUp,_svhXwBHtEeaIeI6F5gdpJg,WPPickedUp
Property,liftingCylinder,_e-XNoxHwEeaIeI6F5gdpJg,liftingCylinder
Property,gripper,_f5IMwxHwEeaIeI6F5gdpJg,gripper
Property,WPPutDown,_WbZgELYdEeaPAdOs73iMYQ,WPPutDown
Property,table,_gkVs8hHwEeaIeI6F5gdpJg,table
Property,ReachedStack,_qI4ssBHtEeaIeI6F5gdpJg,ReachedStack
Property,ReachedConveyor,_VDiYULepEeaN5KNu953fkQ,ReachedConveyor
Property,ReachedStamp,_WzTFwLepEeaN5KNu953fkQ,ReachedStamp
Property,WPType,_c0WkAKdoEeaW3-nj19_RIA,WPType
Property,WPWeight,_KJNisNyeEea2-snvt7IG-A,WPWeight
Property,CheckStackWPProvided,_dfRX0NgREeaLleG51tH3Eg,Check_Stack_WPProvided
Property,CheckStackWPType,_hASngNgREeaLleG51tH3Eg,Check_Stack_WPType
Property,CheckLargeSortingConveyorIsSorting,_lOg7cNgREeaLleG51tH3Eg,Check_LargeSortingConveyor_IsSorting
Property,CheckLargeSortingConveyorAutomaticExecuteCompleted,_n4o_YNgREeaLleG51tH3Eg,Check_LargeSortingConveyor_AutomaticExecuteCompleted
Property,CheckStampIsStamping,_rR72cNgREeaLleG51tH3Eg,Check_Stamp_IsStamping
Property,CheckStampWPAvailable,_ts8gUNgREeaLleG51tH3Eg,Check_Stamp_WPAvailable
Property,CheckStampAutomaticExecuteCompleted,_xWZ6UNgREeaLleG51tH3Eg,Check_Stamp_AutomaticExecuteCompleted
Property,CheckRefillConveyorIsSending,_nQuaYPj4EeaSrLT0QwxuoQ,Check_RefillConveyor_IsSending
StateMachine,CraneACTPickUpWP,_qXFm0B0cEeadAbUBHmmxrA,Crane_ACT_PickUpWP
Transition,TRUE,_XPX5oB0dEeaqTamzC3sbDA,[true]
Transition,liftingCylinderExtended,_uM-d0B0dEeaqTamzC3sbDA,[liftingCylinder.Extended]
Transition,aftert2s,_-3xAIB0dEeaqTamzC3sbDA,[after(t#2s)]
Transition,gripperIntaken,_ji32IB0eEeaqTamzC3sbDA,[gripper.Intaken]
Transition,SoftwareEmergency,_ocq2oB0eEeaqTamzC3sbDA,[SoftwareEmergency]
Transition,liftingCylinderRetracted,_pH0FYB0eEeaqTamzC3sbDA,[liftingCylinder.Retracted]
Transition,liftingCylinderDIExtended,_T97mYDedEeaEJ7sHqHqVdA,[liftingCylinder.DI_Extended]
Transition,WPPickedUp,_ERr6gDeeEeaEJ7sHqHqVdA,[WPPickedUp]
Transition,ReachedStack,_XgZTsNgTEeaLleG51tH3Eg,[ReachedStack]
Transition,ReachedStamp,_msOksNgTEeaLleG51tH3Eg,[ReachedStamp]
Transition,WPWeightMainStackWPWeight,_5TmIcNgTEeaLleG51tH3Eg,[WPWeight=Main.Stack_WPWeight]
Transition,WPWeightMainStampWPWeight,_6IyrENgTEeaLleG51tH3Eg,[WPWeight=Main.Stamp_WPWeight]
Pseudostate,PseudostateOujIEB0dEeaqTamzC3sbDA,_OujIEB0dEeaqTamzC3sbDA,
State,CraneDown,_PrWukB0dEeaqTamzC3sbDA,Crane_Down
OpaqueBehavior,OpaqueBehaviorOfCraneDown,_TlELEB0dEeaqTamzC3sbDA,liftingCylinder.Extend()
State,TurnOnVacuum,_aLrSsB0dEeaqTamzC3sbDA,Turn_On_Vacuum
OpaqueBehavior,OpaqueBehaviorOfTurnOnVacuum,_gQTuoB0dEeaqTamzC3sbDA,gripper.ACT_Intake()
State,Error,_2wk2kB0dEeaqTamzC3sbDA,Error
OpaqueBehavior,OpaqueBehaviorOfError,_7AwSUB0dEeaqTamzC3sbDA,Now(SoftwareEmergency)
State,CraneUp,_V6xBsB0eEeaqTamzC3sbDA,Crane_Up
OpaqueBehavior,OpaqueBehaviorOfCraneUp,_bgq6QB0eEeaqTamzC3sbDA,liftingCylinder.ACT_Retract()
FinalState,FinalStatenX18kB0eEeaqTamzC3sbDA,_nX18kB0eEeaqTamzC3sbDA,
State,WPPickedUP,_52d40DedEeaEJ7sHqHqVdA,WPPickedUP
OpaqueBehavior,OpaqueBehaviorOfWPPickedUP,_C7rJ0DeeEeaEJ7sHqHqVdA,Now(WPPickedUp)
State,WpTypeIsWPTypeStack,_DFze0NgTEeaLleG51tH3Eg,WpType_Is_WPTypeStack
OpaqueBehavior,OpaqueBehaviorOfWpTypeIsWPTypeStack,_PdkswNgTEeaLleG51tH3Eg,WPType:=Main.Stack_WPType; WPWeight:=Main.Stack_WPWeight;
Pseudostate,PseudostateQlHjoNgTEeaLleG51tH3Eg,_QlHjoNgTEeaLleG51tH3Eg,
State,WPTypeIsWPTypeStamp,_cOL4gNgTEeaLleG51tH3Eg,WPType_Is_WPTypeStamp
OpaqueBehavior,OpaqueBehaviorOfWPTypeIsWPTypeStamp,_lQm7QNgTEeaLleG51tH3Eg,WPType:=Main.Stamp_WPType; WPWeight:=Main.Stamp_WPWeight;
StateMachine,CraneACTPutDownWP,_My8sIB0fEeaqTamzC3sbDA,Crane_ACT_PutDownWP
Transition,TRUE,_hponIB0fEeaqTamzC3sbDA,[true]
Transition,liftingCylinderExtended,_pNMfMB0fEeaqTamzC3sbDA,[liftingCylinder.Extended]
Transition,gripperReleased,_5h6D0B0fEeaqTamzC3sbDA,[gripper.Released]
Transition,liftingCylinderRetracted,_CisH0B0gEeaqTamzC3sbDA,[liftingCylinder.Retracted]
Transition,aftert0ms,_ydrQ4DeeEeaEJ7sHqHqVdA,[after(t#0ms)]
Transition,aftert1000ms,_3mp84DeeEeaEJ7sHqHqVdA,[after(t#1000ms)]
Transition,aftert2000ms,_5MMXUDeeEeaEJ7sHqHqVdA,[after(t#2000ms)]
Transition,WPPutDown,_TLCe8DefEeaEJ7sHqHqVdA,[WPPutDown]
Transition,WPWeightMedium,_KXsOINyfEea2-snvt7IG-A,[WPWeight=Medium]
Transition,afterT1000ms,_M4mEoNyfEea2-snvt7IG-A,[after(T#1000ms)]
Transition,WPWeightLight,_RP1xsNyfEea2-snvt7IG-A,[WPWeight=Light]
Transition,WPWeightHeavy,_Ugg4QNyfEea2-snvt7IG-A,[WPWeight=Heavy]
Transition,afterT0ms,_Wui2ENyfEea2-snvt7IG-A,[after(T#0ms)]
Transition,afterT2000ms,_Xtt0ENyfEea2-snvt7IG-A,[after(T#2000ms)]
Pseudostate,PseudostateWLJKkB0fEeaqTamzC3sbDA,_WLJKkB0fEeaqTamzC3sbDA,
State,LowerCrane,_XC2OoB0fEeaqTamzC3sbDA,Lower_Crane
OpaqueBehavior,OpaqueBehaviorOfLowerCrane,_bbJroB0fEeaqTamzC3sbDA,lifitngCylinder.ACT_Extend()
State,PutWPDown,_jW6BQB0fEeaqTamzC3sbDA,Put_WP_Down
OpaqueBehavior,OpaqueBehaviorOfPutWPDown,_mdafMB0fEeaqTamzC3sbDA,gripper.ACT_Release()
State,MoveCraneUp,_y_36MB0fEeaqTamzC3sbDA,Move_Crane_Up
OpaqueBehavior,OpaqueBehaviorOfMoveCraneUp,_3CSmwB0fEeaqTamzC3sbDA,crane.ACT_Retract()
FinalState,FinalStateBPk6IB0gEeaqTamzC3sbDA,_BPk6IB0gEeaqTamzC3sbDA,
State,WPReleased,_InzwwDefEeaEJ7sHqHqVdA,WPReleased
OpaqueBehavior,OpaqueBehaviorOfWPReleased,_Pg8LwDefEeaEJ7sHqHqVdA,Now(WPPutDown)
Pseudostate,PseudostateUlBkNyeEea2snvt7IGA,_-UlBkNyeEea2-snvt7IG-A,
State,WPLight,_Csy_ANyfEea2-snvt7IG-A,WPLight
State,WPMedium,_DvP6gNyfEea2-snvt7IG-A,WPMedium
State,WPHeavy,_FU8F8NyfEea2-snvt7IG-A,WPHeavy
StateMachine,CraneACTMoveToConveyor,_0U5-AB0gEeaBEZ7zCEzc9Q,Crane_ACT_MoveToConveyor
Transition,TRUE,_bZjeQB0hEeaBEZ7zCEzc9Q,[true]
Transition,TRUE,_fb-8cB0iEeaBEZ7zCEzc9Q,[true]
Transition,ReachedConveyor,_RegqEB0kEeaBEZ7zCEzc9Q,[ReachedConveyor]
Transition,TRUE,_IuYbwB0lEeaBEZ7zCEzc9Q,[true]
Transition,nottableAtConveyorDISwitchTrueANDnotPPUEmergency,_0BeGQDebEeaEJ7sHqHqVdA,[not table.AtConveyor.DI_SwitchTrue AND not PPU.Emergency]
Transition,tableAtStackDISwitchTrue,_gjnt0H5lEeaf0bAzsfqfCg,[table.AtStack.DI_SwitchTrue]
Transition,tableAtStampDISwitchTrue,_k0GEgH5lEeaf0bAzsfqfCg,[ table.AtStamp.DI_SwitchTrue]
Transition,NOTtableAtStackDISwitchTrueANDNOTtableAtStampDISwitchTrue,_0AMbQH5lEeaf0bAzsfqfCg,[NOT table.AtStack.DI_SwitchTrue AND NOT table.AtStamp.DI_SwitchTrue]
Transition,TRUE,_8knTYH5lEeaf0bAzsfqfCg,[true]
Transition,aftert5sANDNOTtableAtConveyorDISwitchTrue,_IXPM4H5mEeaf0bAzsfqfCg,[after(t#5s) AND NOT table.AtConveyor.DI_SwitchTrue]
Transition,tableAtConveyorDISwitchTrue,_OYztwH5mEeaf0bAzsfqfCg,[table.AtConveyor.DI_SwitchTrue]
Transition,tableAtConveyorDISwitchTrue,_Qrx18H5mEeaf0bAzsfqfCg,[table.AtConveyor.DI_SwitchTrue]
Transition,tableAtConveyorDISwitchTrue,_VNKWcH5mEeaf0bAzsfqfCg,[table.AtConveyor.DI_SwitchTrue]
Transition,tableAtConveyorDISwitchTrue,_XqoecH5mEeaf0bAzsfqfCg,[table.AtConveyor.DI_SwitchTrue]
Transition,TRUE,_bynegKXZEeaaifhFzThDQw,[true]
Transition,tablemotorStopped,_v1HJ4NgVEeaLleG51tH3Eg,[table.motor.Stopped]
Pseudostate,PseudostateGQuqYB0hEeaBEZ7zCEzc9Q,_GQuqYB0hEeaBEZ7zCEzc9Q,
Pseudostate,PseudostatedQBbMB0iEeaBEZ7zCEzc9Q,_dQBbMB0iEeaBEZ7zCEzc9Q,
State,TurnCounterclockwise,_km1QsB0iEeaBEZ7zCEzc9Q,Turn_Counterclockwise
OpaqueBehavior,OpaqueBehaviorOfTurnCounterclockwise,_uCEcEB0iEeaBEZ7zCEzc9Q,table.motor.ACT_TurnCounterClockwise()
State,StopCrane,_L7xPsB0jEeaBEZ7zCEzc9Q,StopCrane
OpaqueBehavior,OpaqueBehaviorOfStopCrane,_SRsP8B0jEeaBEZ7zCEzc9Q,table.motor.ACT_Stop()
State,TurnClockwise,_oR-3UB0jEeaBEZ7zCEzc9Q,Turn_Clockwise
OpaqueBehavior,OpaqueBehaviorOfTurnClockwise,_tl1WkB0jEeaBEZ7zCEzc9Q,table.motor.ACT_TurnClockwise()
FinalState,FinalStateGVFpIB0lEeaBEZ7zCEzc9Q,_GVFpIB0lEeaBEZ7zCEzc9Q,
State,FirstTurnCounterclockwise,_reXkIH5lEeaf0bAzsfqfCg,First_Turn_Counterclockwise
OpaqueBehavior,OpaqueBehaviorOfFirstTurnCounterclockwise,_wBCeEH5lEeaf0bAzsfqfCg,table.motor.ACT_TurnCounterclockwise()
Pseudostate,Pseudostate6nSEAH5lEeaf0bAzsfqfCg,_6nSEAH5lEeaf0bAzsfqfCg,
State,SecondTurnClockwise,__0vnYH5lEeaf0bAzsfqfCg,Second_Turn_Clockwise
OpaqueBehavior,OpaqueBehaviorOfSecondTurnClockwise,_EzmuEH5mEeaf0bAzsfqfCg,table.motor.ACT_TurnClockwise()
State,SetReachedConveyor,_ktUWENgVEeaLleG51tH3Eg,SetReachedConveyor
OpaqueBehavior,OpaqueBehaviorOfSetReachedConveyor,_rmP8wNgVEeaLleG51tH3Eg,Now(ReachedConveoyr)
StateMachine,CraneACTMoveToStack,_u-jFQB2MEea4IeFnYXjnhQ,Crane_ACT_MoveToStack
Transition,DestinationConveyor,_RrMVYCJtEeam_MaPu_s0xQ,[Destination=Conveyor]
Transition,tableAIAngletableDestinationAngletableDelta,_hgVpICJtEeam_MaPu_s0xQ,[table.AI_Angle>table.DestinationAngle+table.Delta]
Transition,Transitionni2lMCJtEeamMaPus0xQ,_ni2lMCJtEeam_MaPu_s0xQ,
Transition,tableDestinationAngletableDeltatableAIAngletableDestinationAngletableDelta,_vYQbMCJtEeam_MaPu_s0xQ,[(table.DestinationAngle-table.Delta)<table.AI_Angle<(table.DestinationAngle+table.Delta)]
Transition,TRUE,_HTeeMCJuEeam_MaPu_s0xQ,[true]
Transition,TRUE,_e_qxQCJvEeam_MaPu_s0xQ,[true]
Transition,ReachedStack,_cebdQDecEeaEJ7sHqHqVdA,[ReachedStack]
Transition,TRUE,_gnT-MDecEeaEJ7sHqHqVdA,[true]
Transition,tableAtStackDISwitchTrue,_sJehMH5mEeaf0bAzsfqfCg,[table.AtStack.DI_SwitchTrue]
Transition,TRUE,_dISwQKp0EeavAeyl8MSWPw,[true]
Transition,afterT8000ms,_e5qAMKp0EeavAeyl8MSWPw,[after(T#8000ms)]
Transition,tableAtStackDISwitchTrue,_v9t-IKp0EeavAeyl8MSWPw,[table.AtStack.DI_SwitchTrue]
Transition,tablemotorStopped,_BKXJANgXEeaLleG51tH3Eg,[table.motor.Stopped]
Pseudostate,PseudostateiRBxICJrEeamMaPus0xQ,_iRBxICJrEeam_MaPu_s0xQ,
State,TurnClockwise,_xXXBoCJsEeam_MaPu_s0xQ,Turn_Clockwise
OpaqueBehavior,OpaqueBehaviorOfTurnClockwise,_2P420CJsEeam_MaPu_s0xQ,table.motor.ACT_TurnClockwise()
State,StopCrane,_AMJEkCJtEeam_MaPu_s0xQ,StopCrane
OpaqueBehavior,OpaqueBehaviorOfStopCrane,_Db5lICJtEeam_MaPu_s0xQ,table.motor.ACT_Stop()
FinalState,FinalStateP7EbkCJtEeamMaPus0xQ,_P7EbkCJtEeam_MaPu_s0xQ,
Pseudostate,PseudostateNcRjUKp0EeavAeyl8MSWPw,_NcRjUKp0EeavAeyl8MSWPw,
State,TrunCounterclockwise,_WE17oKp0EeavAeyl8MSWPw,Trun_Counterclockwise
OpaqueBehavior,OpaqueBehaviorOfTrunCounterclockwise,_s1jTUKp0EeavAeyl8MSWPw,table.motor.ACT_TurnCounterclockwise()
State,SetReachedStack,_3ux_YNgWEeaLleG51tH3Eg,SetReachedStack
OpaqueBehavior,OpaqueBehaviorOfSetReachedStack,_6vhzkNgWEeaLleG51tH3Eg,Now(ReachedStack)
StateMachine,CraneACTMoveToStamp,_k7_sICJ3Eeam_MaPu_s0xQ,Crane_ACT_MoveToStamp
Transition,DestinationConveyor,_jUoP8CPbEeai14JfVfaFXw,[Destination=Conveyor]
Transition,tableAIAngletableDestinationAngletableDelta,_XDEiQCPcEeai14JfVfaFXw,[table.AI_Angle>table.DestinationAngle-table.Delta]
Transition,TransitionYlk20CPcEeai14JfVfaFXw,_Ylk20CPcEeai14JfVfaFXw,
Transition,tableDestinationAngletableDeltatableAIAngletableDestinationAngletableDelta,_bRm_QCPcEeai14JfVfaFXw,[(table.DestinationAngle-table.Delta)<table.AI_Angle<(table.DestinationAngle+table.Delta)]
Transition,TRUE,_0dGXUCPcEeai14JfVfaFXw,[true]
Transition,ReachedStamp,_iuShUCPeEeai14JfVfaFXw,[ReachedStamp]
Transition,TRUE,_rwYkYDecEeaEJ7sHqHqVdA,[true]
Transition,tableAtStampDISwitchTrue,_6RJmgH5mEeaf0bAzsfqfCg,[table.AtStamp.DI_SwitchTrue]
Transition,TRUE,_QzeTMKp1EeavAeyl8MSWPw,[true]
Transition,afterT8000ms,_aD-1QKp1EeavAeyl8MSWPw,[after(T#8000ms)]
Transition,tableAtStampDISwitchTrue,_ebTa0Kp1EeavAeyl8MSWPw,[table.AtStamp.DI_SwitchTrue]
Transition,tablemotorStopped,_jnlLINgXEeaLleG51tH3Eg,[table.motor.Stopped]
Pseudostate,PseudostateflBxsCPbEeai14JfVfaFXw,_flBxsCPbEeai14JfVfaFXw,
State,TurnCounterclockwise,_Sxaf0CPcEeai14JfVfaFXw,Turn_Counterclockwise
OpaqueBehavior,OpaqueBehaviorOfTurnCounterclockwise,_WOOk8CPcEeai14JfVfaFXw,table.motor.ACT_TurnCounterclockwise()
State,StopCrane,_Z9dPwCPcEeai14JfVfaFXw,StopCrane
OpaqueBehavior,OpaqueBehaviorOfStopCrane,_d5kOECPeEeai14JfVfaFXw,table.motor.ACT_Stop()
FinalState,FinalStatezqbkQCPcEeai14JfVfaFXw,_zqbkQCPcEeai14JfVfaFXw,
Pseudostate,PseudostateMTEDEKp1EeavAeyl8MSWPw,_MTEDEKp1EeavAeyl8MSWPw,
State,TurnBackwards,_TcwCkKp1EeavAeyl8MSWPw,TurnBackwards
OpaqueBehavior,OpaqueBehaviorOfTurnBackwards,_YqkLQKp1EeavAeyl8MSWPw,table.motor.ACT_TurnClockwise()
State,SetReachedStamp,_bUVikNgXEeaLleG51tH3Eg,SetReachedStamp
OpaqueBehavior,OpaqueBehaviorOfSetReachedStamp,_e-36oNgXEeaLleG51tH3Eg,Now(ReachedStamp)
StateMachine,CraneACTInit,_3e1T4CZWEeaJisLddm0vsw,Crane_ACT_Init
Transition,NOTInitCompleted,_TyBnQCZYEea5gtzEBKdFTw,[NOT InitCompleted]
Transition,grippervacuumSwitchDITakenIn,_YXuAACZYEea5gtzEBKdFTw,[gripper.vacuumSwitch.DI_TakenIn]
Transition,NOTgrippervacuumSwitchDITakenIn,_wT9WsCZYEea5gtzEBKdFTw,[NOT gripper.vacuumSwitch.DI_TakenIn]
Transition,liftingCylinderRetracted,_FnY4ECZZEea5gtzEBKdFTw,[liftingCylinder.Retracted]
Transition,ReachedConveyor,_au5dUCZZEea5gtzEBKdFTw,[ReachedConveyor]
Transition,WPPutDown,_n0jsACZZEea5gtzEBKdFTw,[WPPutDown]
Transition,CheckStampWPAvailable,__55e4CZaEea5gtzEBKdFTw,[Check_Stamp_WPAvailable]
Transition,NOTCheckStampWPAvailable,_JdCpECZbEea5gtzEBKdFTw,[NOT Check_Stamp_WPAvailable]
Transition,ReachedStamp,_okzLQCZbEea5gtzEBKdFTw,[ReachedStamp]
Transition,WPPickedUp,_x-sS0CZbEea5gtzEBKdFTw,[WPPickedUp]
Transition,largeSortingConveyorIsSorted,_DnOvoDebEeaEJ7sHqHqVdA,[largeSortingConveyor.IsSorted]
Transition,InitCompleted,_blccQDebEeaEJ7sHqHqVdA,[InitCompleted]
Transition,WPPickedUp,_T6XO4NgYEeaLleG51tH3Eg,[WPPickedUp]
Pseudostate,Pseudostate7baBsCZXEea5gtzEBKdFTw,_7baBsCZXEea5gtzEBKdFTw,
State,CraneMoveUp,_8Nb7kCZXEea5gtzEBKdFTw,Crane_MoveUp
OpaqueBehavior,OpaqueBehaviorOfCraneMoveUp,_EGuMACZYEea5gtzEBKdFTw,liftingCylinder.ACT_Retract()
FinalState,FinalStateG2TwCZYEea5gtzEBKdFTw,_G2T-wCZYEea5gtzEBKdFTw,
State,TurnToConveyor,_MPBv4CZYEea5gtzEBKdFTw,TurnToConveyor
OpaqueBehavior,OpaqueBehaviorOfTurnToConveyor,_OYtiQLetEeaN5KNu953fkQ,ACT_MoveToConveyor()
Pseudostate,PseudostateRmeVsCZYEea5gtzEBKdFTw,_RmeVsCZYEea5gtzEBKdFTw,
State,PutWPOnConveyor,_0KzscCZYEea5gtzEBKdFTw,PutWPOnConveyor
OpaqueBehavior,OpaqueBehaviorOfPutWPOnConveyor,_U7J7kLetEeaN5KNu953fkQ,ACT_PutDownWP(); Set(WPWeight:=Heavy);
Pseudostate,PseudostatevowysCZaEea5gtzEBKdFTw,_vowysCZaEea5gtzEBKdFTw,
